Date,Ticker,Open,Open.1,Open.2,Open.3,Open.4,Open.5,Open.6,Open.7,Open.8,Open.9,Open.10,Open.11,Open.12,Open.13,Open.14,Open.15,Open.16,Open.17,Open.18,Open.19,High,High.1,High.2,High.3,High.4,High.5,High.6,High.7,High.8,High.9,High.10,High.11,High.12,High.13,High.14,High.15,High.16,High.17,High.18,High.19,Low,Low.1,Low.2,Low.3,Low.4,Low.5,Low.6,Low.7,Low.8,Low.9,Low.10,Low.11,Low.12,Low.13,Low.14,Low.15,Low.16,Low.17,Low.18,Low.19,Close,Close.1,Close.2,Close.3,Close.4,Close.5,Close.6,Close.7,Close.8,Close.9,Close.10,Close.11,Close.12,Close.13,Close.14,Close.15,Close.16,Close.17,Close.18,Close.19,Volume,Volume.1,Volume.2,Volume.3,Volume.4,Volume.5,Volume.6,Volume.7,Volume.8,Volume.9,Volume.10,Volume.11,Volume.12,Volume.13,Volume.14,Volume.15,Volume.16,Volume.17,Volume.18,Volume.19
2019-01-02,AAPL,36.94446185817818,,,,,,,,,,,,,,,,,,,,37.889005195870084,,,,,,,,,,,,,,,,,,,,36.7870373619735,,,,,,,,,,,,,,,,,,,,37.667179107666016,,,,,,,,,,,,,,,,,,,,148158800.0,,,,,,,,,,,,,,,,,,,
2019-01-03,AAPL,34.34220305872549,,,,,,,,,,,,,,,,,,,,34.75723031072386,,,,,,,,,,,,,,,,,,,,33.86993317854554,,,,,,,,,,,,,,,,,,,,33.915252685546875,,,,,,,,,,,,,,,,,,,,365248800.0,,,,,,,,,,,,,,,,,,,
2019-01-04,AAPL,34.473390406461,,,,,,,,,,,,,,,,,,,,35.43224447060452,,,,,,,,,,,,,,,,,,,,34.29927134520694,,,,,,,,,,,,,,,,,,,,35.36307144165039,,,,,,,,,,,,,,,,,,,,234428400.0,,,,,,,,,,,,,,,,,,,
2019-01-07,AAPL,35.46802090289458,,,,,,,,,,,,,,,,,,,,35.49902975289931,,,,,,,,,,,,,,,,,,,,34.80016233661309,,,,,,,,,,,,,,,,,,,,35.284358978271484,,,,,,,,,,,,,,,,,,,,219111200.0,,,,,,,,,,,,,,,,,,,
2019-01-08,AAPL,35.67315290682018,,,,,,,,,,,,,,,,,,,,36.21221198181423,,,,,,,,,,,,,,,,,,,,35.42509299692517,,,,,,,,,,,,,,,,,,,,35.956993103027344,,,,,,,,,,,,,,,,,,,,164101200.0,,,,,,,,,,,,,,,,,,,
2019-01-09,AAPL,36.08579128285842,,,,,,,,,,,,,,,,,,,,36.85859957931004,,,,,,,,,,,,,,,,,,,,35.68984972880673,,,,,,,,,,,,,,,,,,,,36.567604064941406,,,,,,,,,,,,,,,,,,,,180396400.0,,,,,,,,,,,,,,,,,,,
2019-01-10,AAPL,36.374393604523746,,,,,,,,,,,,,,,,,,,,36.725019197972834,,,,,,,,,,,,,,,,,,,,35.98321994347292,,,,,,,,,,,,,,,,,,,,36.684471130371094,,,,,,,,,,,,,,,,,,,,143122800.0,,,,,,,,,,,,,,,,,,,
2019-01-11,AAPL,36.46504408995487,,,,,,,,,,,,,,,,,,,,36.66062916232733,,,,,,,,,,,,,,,,,,,,36.138268271220596,,,,,,,,,,,,,,,,,,,,36.32431411743164,,,,,,,,,,,,,,,,,,,,108092800.0,,,,,,,,,,,,,,,,,,,
2019-01-14,AAPL,35.98084307721351,,,,,,,,,,,,,,,,,,,,36.0810213178373,,,,,,,,,,,,,,,,,,,,35.59205323610921,,,,,,,,,,,,,,,,,,,,35.778099060058594,,,,,,,,,,,,,,,,,,,,129756800.0,,,,,,,,,,,,,,,,,,,
2019-01-15,AAPL,35.8425058585296,,,,,,,,,,,,,,,,,,,,36.58668926231533,,,,,,,,,,,,,,,,,,,,35.79003101446399,,,,,,,,,,,,,,,,,,,,36.5103645324707,,,,,,,,,,,,,,,,,,,,114843600.0,,,,,,,,,,,,,,,,,,,
2019-01-16,AAPL,36.512741822826186,,,,,,,,,,,,,,,,,,,,37.180600375929615,,,,,,,,,,,,,,,,,,,,36.49365973393336,,,,,,,,,,,,,,,,,,,,36.956390380859375,,,,,,,,,,,,,,,,,,,,122278800.0,,,,,,,,,,,,,,,,,,,
2019-01-17,AAPL,36.77988189121995,,,,,,,,,,,,,,,,,,,,37.60516490547045,,,,,,,,,,,,,,,,,,,,36.555671907714014,,,,,,,,,,,,,,,,,,,,37.17582702636719,,,,,,,,,,,,,,,,,,,,119284800.0,,,,,,,,,,,,,,,,,,,
2019-01-18,AAPL,37.5670079931064,,,,,,,,,,,,,,,,,,,,37.65764701831298,,,,,,,,,,,,,,,,,,,,37.204455531816905,,,,,,,,,,,,,,,,,,,,37.404815673828125,,,,,,,,,,,,,,,,,,,,135004000.0,,,,,,,,,,,,,,,,,,,
2019-01-22,AAPL,37.30702320944919,,,,,,,,,,,,,,,,,,,,37.38334794017175,,,,,,,,,,,,,,,,,,,,36.40302772681457,,,,,,,,,,,,,,,,,,,,36.565223693847656,,,,,,,,,,,,,,,,,,,,121576000.0,,,,,,,,,,,,,,,,,,,
2019-01-23,AAPL,36.76796298779607,,,,,,,,,,,,,,,,,,,,37.00409978164385,,,,,,,,,,,,,,,,,,,,36.1835880239302,,,,,,,,,,,,,,,,,,,,36.713104248046875,,,,,,,,,,,,,,,,,,,,92522400.0,,,,,,,,,,,,,,,,,,,
2019-01-24,AAPL,36.758422734255575,,,,,,,,,,,,,,,,,,,,36.846674222629616,,,,,,,,,,,,,,,,,,,,36.19312987817438,,,,,,,,,,,,,,,,,,,,36.4221076965332,,,,,,,,,,,,,,,,,,,,101766000.0,,,,,,,,,,,,,,,,,,,
2019-01-25,AAPL,37.08519007898912,,,,,,,,,,,,,,,,,,,,37.71727199264311,,,,,,,,,,,,,,,,,,,,36.8085088877834,,,,,,,,,,,,,,,,,,,,37.6290168762207,,,,,,,,,,,,,,,,,,,,134142000.0,,,,,,,,,,,,,,,,,,,
2019-01-28,AAPL,37.15913292337564,,,,,,,,,,,,,,,,,,,,37.287936121047366,,,,,,,,,,,,,,,,,,,,36.65108638010935,,,,,,,,,,,,,,,,,,,,37.28078079223633,,,,,,,,,,,,,,,,,,,,104768400.0,,,,,,,,,,,,,,,,,,,
2019-01-29,AAPL,37.268850186364794,,,,,,,,,,,,,,,,,,,,37.7172701564587,,,,,,,,,,,,,,,,,,,,36.75841615979378,,,,,,,,,,,,,,,,,,,,36.894371032714844,,,,,,,,,,,,,,,,,,,,166348800.0,,,,,,,,,,,,,,,,,,,
2019-01-30,AAPL,38.93849747119621,,,,,,,,,,,,,,,,,,,,39.630205924517746,,,,,,,,,,,,,,,,,,,,38.218164063991175,,,,,,,,,,,,,,,,,,,,39.4155387878418,,,,,,,,,,,,,,,,,,,,244439200.0,,,,,,,,,,,,,,,,,,,
2019-01-31,AAPL,39.62066290613324,,,,,,,,,,,,,,,,,,,,40.30998739710586,,,,,,,,,,,,,,,,,,,,39.250955193222985,,,,,,,,,,,,,,,,,,,,39.69937515258789,,,,,,,,,,,,,,,,,,,,162958400.0,,,,,,,,,,,,,,,,,,,
2019-02-01,AAPL,39.823405927682096,,,,,,,,,,,,,,,,,,,,40.30521497910826,,,,,,,,,,,,,,,,,,,,39.577726330769984,,,,,,,,,,,,,,,,,,,,39.71845626831055,,,,,,,,,,,,,,,,,,,,130672400.0,,,,,,,,,,,,,,,,,,,
2019-02-04,AAPL,39.930742207164776,,,,,,,,,,,,,,,,,,,,40.94445495233008,,,,,,,,,,,,,,,,,,,,39.89973335854342,,,,,,,,,,,,,,,,,,,,40.84666061401367,,,,,,,,,,,,,,,,,,,,125982000.0,,,,,,,,,,,,,,,,,,,
2019-02-05,AAPL,41.23068302109854,,,,,,,,,,,,,,,,,,,,41.76019919785471,,,,,,,,,,,,,,,,,,,,41.109038790046775,,,,,,,,,,,,,,,,,,,,41.545528411865234,,,,,,,,,,,,,,,,,,,,144406400.0,,,,,,,,,,,,,,,,,,,
2019-02-06,AAPL,41.65762803699635,,,,,,,,,,,,,,,,,,,,41.877070227096375,,,,,,,,,,,,,,,,,,,,41.22829379954388,,,,,,,,,,,,,,,,,,,,41.559837341308594,,,,,,,,,,,,,,,,,,,,112958400.0,,,,,,,,,,,,,,,,,,,
2019-02-07,AAPL,41.12096614099471,,,,,,,,,,,,,,,,,,,,41.48829004745957,,,,,,,,,,,,,,,,,,,,40.62961409426362,,,,,,,,,,,,,,,,,,,,40.772727966308594,,,,,,,,,,,,,,,,,,,,126966800.0,,,,,,,,,,,,,,,,,,,
2019-02-08,AAPL,40.480473835526816,,,,,,,,,,,,,,,,,,,,40.880511204518456,,,,,,,,,,,,,,,,,,,,40.34393223055581,,,,,,,,,,,,,,,,,,,,40.82062530517578,,,,,,,,,,,,,,,,,,,,95280000.0,,,,,,,,,,,,,,,,,,,
2019-02-11,AAPL,40.973935789221976,,,,,,,,,,,,,,,,,,,,41.012263644587904,,,,,,,,,,,,,,,,,,,,40.54275655421891,,,,,,,,,,,,,,,,,,,,40.585872650146484,,,,,,,,,,,,,,,,,,,,83973600.0,,,,,,,,,,,,,,,,,,,
2019-02-12,AAPL,40.74638145519575,,,,,,,,,,,,,,,,,,,,40.96196930527016,,,,,,,,,,,,,,,,,,,,40.65056179004875,,,,,,,,,,,,,,,,,,,,40.93561935424805,,,,,,,,,,,,,,,,,,,,89134000.0,,,,,,,,,,,,,,,,,,,
2019-02-13,AAPL,41.055382849595446,,,,,,,,,,,,,,,,,,,,41.31648453065105,,,,,,,,,,,,,,,,,,,,40.70325341893869,,,,,,,,,,,,,,,,,,,,40.765533447265625,,,,,,,,,,,,,,,,,,,,89960800.0,,,,,,,,,,,,,,,,,,,
2019-02-14,AAPL,40.65294559680587,,,,,,,,,,,,,,,,,,,,41.024235249333614,,,,,,,,,,,,,,,,,,,,40.573895770902965,,,,,,,,,,,,,,,,,,,,40.91404724121094,,,,,,,,,,,,,,,,,,,,87342800.0,,,,,,,,,,,,,,,,,,,
2019-02-15,AAPL,41.021842566846736,,,,,,,,,,,,,,,,,,,,41.12963645862106,,,,,,,,,,,,,,,,,,,,40.6625271575021,,,,,,,,,,,,,,,,,,,,40.823020935058594,,,,,,,,,,,,,,,,,,,,98507200.0,,,,,,,,,,,,,,,,,,,
2019-02-19,AAPL,40.652950567331295,,,,,,,,,,,,,,,,,,,,41.06736001881353,,,,,,,,,,,,,,,,,,,,40.600250676952555,,,,,,,,,,,,,,,,,,,,40.9451904296875,,,,,,,,,,,,,,,,,,,,75891200.0,,,,,,,,,,,,,,,,,,,
2019-02-20,AAPL,41.00747866611334,,,,,,,,,,,,,,,,,,,,41.517707818195674,,,,,,,,,,,,,,,,,,,,40.95957066639744,,,,,,,,,,,,,,,,,,,,41.20869445800781,,,,,,,,,,,,,,,,,,,,104457600.0,,,,,,,,,,,,,,,,,,,
2019-02-21,AAPL,41.153597223916066,,,,,,,,,,,,,,,,,,,,41.290135195189876,,,,,,,,,,,,,,,,,,,,40.79428177141705,,,,,,,,,,,,,,,,,,,,40.97633361816406,,,,,,,,,,,,,,,,,,,,68998800.0,,,,,,,,,,,,,,,,,,,
2019-02-22,AAPL,41.10089528891515,,,,,,,,,,,,,,,,,,,,41.44104679508973,,,,,,,,,,,,,,,,,,,,41.052987295325664,,,,,,,,,,,,,,,,,,,,41.433860778808594,,,,,,,,,,,,,,,,,,,,75652800.0,,,,,,,,,,,,,,,,,,,
2019-02-25,AAPL,41.718917288617774,,,,,,,,,,,,,,,,,,,,42.12853482753936,,,,,,,,,,,,,,,,,,,,41.668611520693716,,,,,,,,,,,,,,,,,,,,41.73568344116211,,,,,,,,,,,,,,,,,,,,87493600.0,,,,,,,,,,,,,,,,,,,
2019-02-26,AAPL,41.611127666272104,,,,,,,,,,,,,,,,,,,,41.992001179873725,,,,,,,,,,,,,,,,,,,,41.481772052691156,,,,,,,,,,,,,,,,,,,,41.7596435546875,,,,,,,,,,,,,,,,,,,,68280800.0,,,,,,,,,,,,,,,,,,,
2019-02-27,AAPL,41.49135267211243,,,,,,,,,,,,,,,,,,,,41.920134150299994,,,,,,,,,,,,,,,,,,,,41.3763691010239,,,,,,,,,,,,,,,,,,,,41.88899230957031,,,,,,,,,,,,,,,,,,,,111341600.0,,,,,,,,,,,,,,,,,,,
2019-02-28,AAPL,41.757243726707344,,,,,,,,,,,,,,,,,,,,41.898573578956274,,,,,,,,,,,,,,,,,,,,41.42188048060764,,,,,,,,,,,,,,,,,,,,41.47697448730469,,,,,,,,,,,,,,,,,,,,112861600.0,,,,,,,,,,,,,,,,,,,
2019-03-01,AAPL,41.747655322032635,,,,,,,,,,,,,,,,,,,,41.9560570694425,,,,,,,,,,,,,,,,,,,,41.41468988811405,,,,,,,,,,,,,,,,,,,,41.912940979003906,,,,,,,,,,,,,,,,,,,,103544800.0,,,,,,,,,,,,,,,,,,,
2019-03-04,AAPL,42.08541329882588,,,,,,,,,,,,,,,,,,,,42.57887250221398,,,,,,,,,,,,,,,,,,,,41.67339803761648,,,,,,,,,,,,,,,,,,,,42.123741149902344,,,,,,,,,,,,,,,,,,,,109744800.0,,,,,,,,,,,,,,,,,,,
2019-03-05,AAPL,42.145310025383104,,,,,,,,,,,,,,,,,,,,42.15968205944365,,,,,,,,,,,,,,,,,,,,41.80994672500447,,,,,,,,,,,,,,,,,,,,42.047096252441406,,,,,,,,,,,,,,,,,,,,78949600.0,,,,,,,,,,,,,,,,,,,
2019-03-06,AAPL,41.8410791554369,,,,,,,,,,,,,,,,,,,,42.03750665712777,,,,,,,,,,,,,,,,,,,,41.66621335513186,,,,,,,,,,,,,,,,,,,,41.80514907836914,,,,,,,,,,,,,,,,,,,,83241600.0,,,,,,,,,,,,,,,,,,,
2019-03-07,AAPL,41.649451233325124,,,,,,,,,,,,,,,,,,,,41.78599286166465,,,,,,,,,,,,,,,,,,,,41.2062976954326,,,,,,,,,,,,,,,,,,,,41.3212776184082,,,,,,,,,,,,,,,,,,,,99185600.0,,,,,,,,,,,,,,,,,,,
2019-03-08,AAPL,40.79907743421472,,,,,,,,,,,,,,,,,,,,41.45782249127964,,,,,,,,,,,,,,,,,,,,40.602649880910676,,,,,,,,,,,,,,,,,,,,41.41949462890625,,,,,,,,,,,,,,,,,,,,95997600.0,,,,,,,,,,,,,,,,,,,
2019-03-11,AAPL,42.037510098612074,,,,,,,,,,,,,,,,,,,,42.907050931145044,,,,,,,,,,,,,,,,,,,,42.00397413888829,,,,,,,,,,,,,,,,,,,,42.85435104370117,,,,,,,,,,,,,,,,,,,,128044000.0,,,,,,,,,,,,,,,,,,,
2019-03-12,AAPL,43.117856536178195,,,,,,,,,,,,,,,,,,,,43.757437636180654,,,,,,,,,,,,,,,,,,,,42.96694286865486,,,,,,,,,,,,,,,,,,,,43.33584213256836,,,,,,,,,,,,,,,,,,,,129870400.0,,,,,,,,,,,,,,,,,,,
2019-03-13,AAPL,43.6568253981783,,,,,,,,,,,,,,,,,,,,43.90834693397059,,,,,,,,,,,,,,,,,,,,43.33823194019415,,,,,,,,,,,,,,,,,,,,43.52747344970703,,,,,,,,,,,,,,,,,,,,124130000.0,,,,,,,,,,,,,,,,,,,
2019-03-14,AAPL,44.05207451978656,,,,,,,,,,,,,,,,,,,,44.099986172540426,,,,,,,,,,,,,,,,,,,,43.73108691515278,,,,,,,,,,,,,,,,,,,,44.0113525390625,,,,,,,,,,,,,,,,,,,,94318000.0,,,,,,,,,,,,,,,,,,,
2019-03-15,AAPL,44.27964829408886,,,,,,,,,,,,,,,,,,,,44.873715564634566,,,,,,,,,,,,,,,,,,,,44.01375467759058,,,,,,,,,,,,,,,,,,,,44.583866119384766,,,,,,,,,,,,,,,,,,,,156171600.0,,,,,,,,,,,,,,,,,,,
2019-03-18,AAPL,44.50720292069204,,,,,,,,,,,,,,,,,,,,45.12761998571348,,,,,,,,,,,,,,,,,,,,44.50480514532851,,,,,,,,,,,,,,,,,,,,45.03899002075195,,,,,,,,,,,,,,,,,,,,104879200.0,,,,,,,,,,,,,,,,,,,
2019-03-19,AAPL,45.118054389679784,,,,,,,,,,,,,,,,,,,,45.27136220139098,,,,,,,,,,,,,,,,,,,,44.53596133628726,,,,,,,,,,,,,,,,,,,,44.68208312988281,,,,,,,,,,,,,,,,,,,,126585600.0,,,,,,,,,,,,,,,,,,,
2019-03-20,AAPL,44.610215298637904,,,,,,,,,,,,,,,,,,,,45.391129978639086,,,,,,,,,,,,,,,,,,,,44.250899804447286,,,,,,,,,,,,,,,,,,,,45.07253646850586,,,,,,,,,,,,,,,,,,,,124140800.0,,,,,,,,,,,,,,,,,,,
2019-03-21,AAPL,45.518082505798304,,,,,,,,,,,,,,,,,,,,47.02960225648532,,,,,,,,,,,,,,,,,,,,45.46777673422874,,,,,,,,,,,,,,,,,,,,46.732566833496094,,,,,,,,,,,,,,,,,,,,204136800.0,,,,,,,,,,,,,,,,,,,
